Vector,data,"SurfaceValue(Surface(PDF_Geometry_3), VecY(VOLTAGE))",,,
3.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.51E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.51E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.51E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.52E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.55E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.53E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.53E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.53E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.53E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.54E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.58E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.57E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.58E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.57E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.57E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.58E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.57E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.57E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.57E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.58E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.60E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.59E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.56E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.56E-08,4.99E-01,,
4.00E-07,-1.99E-03,3.57E-08,4.99E-01,,
3.50E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.00E-07,-1.99E-03,3.56E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.58E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.59E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.58E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.58E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.59E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.58E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.58E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.58E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.58E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.58E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.61E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.60E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.61E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.61E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.61E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.61E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.60E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.60E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.61E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.61E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.62E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.61E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.62E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.62E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.61E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.62E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.62E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.63E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.62E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.62E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.63E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.63E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.62E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.63E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.63E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.62E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.65E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.64E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.64E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.63E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.63E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.63E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.65E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.65E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.64E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.65E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.64E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.63E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.73E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.72E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.72E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.71E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.71E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.71E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.71E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.72E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.72E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.73E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.73E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.73E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.69E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.69E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.68E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.69E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.68E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.67E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.67E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.67E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.68E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.67E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.68E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.69E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.67E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.66E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.66E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.65E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.65E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.65E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.67E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.67E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.66E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.67E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.66E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.65E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.69E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.70E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.70E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.71E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.71E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.71E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.71E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.70E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.70E-08,4.99E-01,,
3.00E-07,-2.00E-03,3.69E-08,4.99E-01,,
3.50E-07,-2.00E-03,3.69E-08,4.99E-01,,
4.00E-07,-2.00E-03,3.69E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.81E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.82E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.83E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.82E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.83E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.85E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.75E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.74E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.76E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.73E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.75E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.77E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.85E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.83E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.85E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.82E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.83E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.85E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.78E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.77E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.78E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.75E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.76E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.77E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.75E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.74E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.74E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.73E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.73E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.73E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.78E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.80E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.80E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.82E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.82E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.81E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.78E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.78E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.80E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.77E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.80E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.82E-08,4.99E-01,,
3.00E-07,-2.01E-03,4.01E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.97E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.99E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.93E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.95E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.96E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.96E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.99E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.99E-08,4.99E-01,,
4.00E-07,-2.01E-03,4.01E-08,4.99E-01,,
3.50E-07,-2.01E-03,4.01E-08,4.99E-01,,
3.00E-07,-2.01E-03,4.01E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.93E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.92E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.92E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.90E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.90E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.90E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.96E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.95E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.93E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.93E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.92E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.90E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.85E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.86E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.86E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.86E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.86E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.86E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.85E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.86E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.85E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.86E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.86E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.85E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.86E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.86E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.88E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.86E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.88E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.90E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.90E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.90E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.88E-08,4.99E-01,,
3.00E-07,-2.01E-03,3.90E-08,4.99E-01,,
3.50E-07,-2.01E-03,3.88E-08,4.99E-01,,
4.00E-07,-2.01E-03,3.86E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.25E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.25E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.21E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.25E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.21E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.17E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.13E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.19E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.15E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.25E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.21E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.17E-08,4.99E-01,,
4.00E-07,-2.01E-03,4.01E-08,4.99E-01,,
3.50E-07,-2.01E-03,4.05E-08,4.99E-01,,
3.50E-07,-2.01E-03,4.01E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.09E-08,4.99E-01,,
3.00E-07,-2.01E-03,4.05E-08,4.99E-01,,
3.00E-07,-2.01E-03,4.01E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.13E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.15E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.11E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.17E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.13E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.09E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.09E-08,4.99E-01,,
3.50E-07,-2.01E-03,4.05E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.11E-08,4.99E-01,,
4.00E-07,-2.01E-03,4.01E-08,4.99E-01,,
4.00E-07,-2.01E-03,4.07E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.13E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.29E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.29E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.27E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.29E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.27E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.25E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.25E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.27E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.25E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.29E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.27E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.25E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.41E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.35E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.35E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.29E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.29E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.29E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.41E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.46E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.35E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.51E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.40E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.29E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.41E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.47E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.46E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.52E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.52E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.51E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.70E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.60E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.61E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.51E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.52E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.52E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.70E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.61E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.70E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.52E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.61E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.70E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.96E-08,4.98E-01,,
3.50E-07,-2.02E-03,5.03E-08,4.98E-01,,
3.50E-07,-2.02E-03,4.96E-08,4.98E-01,,
3.00E-07,-2.02E-03,5.09E-08,4.98E-01,,
3.00E-07,-2.02E-03,5.03E-08,4.98E-01,,
3.00E-07,-2.02E-03,4.96E-08,4.98E-01,,
4.00E-07,-2.02E-03,5.14E-08,4.98E-01,,
3.50E-07,-2.02E-03,5.12E-08,4.98E-01,,
4.00E-07,-2.02E-03,5.05E-08,4.98E-01,,
3.00E-07,-2.02E-03,5.09E-08,4.98E-01,,
3.50E-07,-2.02E-03,5.03E-08,4.98E-01,,
4.00E-07,-2.02E-03,4.96E-08,4.98E-01,,
3.00E-07,-2.02E-03,5.09E-08,4.98E-01,,
3.50E-07,-2.02E-03,5.12E-08,4.98E-01,,
3.00E-07,-2.02E-03,5.16E-08,4.98E-01,,
4.00E-07,-2.02E-03,5.14E-08,4.98E-01,,
3.50E-07,-2.02E-03,5.18E-08,4.98E-01,,
3.00E-07,-2.03E-03,5.23E-08,4.98E-01,,
3.00E-07,-2.02E-03,4.96E-08,4.98E-01,,
3.00E-07,-2.02E-03,4.83E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.83E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.70E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.70E-08,4.99E-01,,
4.00E-07,-2.02E-03,4.70E-08,4.99E-01,,
3.00E-07,-2.02E-03,4.96E-08,4.98E-01,,
3.50E-07,-2.02E-03,4.83E-08,4.99E-01,,
3.50E-07,-2.02E-03,4.96E-08,4.98E-01,,
4.00E-07,-2.02E-03,4.70E-08,4.99E-01,,
