Vector,data,"SurfaceValue(Surface(PDF_Geometry_3), VecY(VOLTAGE))",,,
4.00E-07,-2.07E-03,3.56E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.69E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.66E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.66E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.63E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.63E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.63E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.63E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.66E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.69E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.69E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.72E-07,4.82E-01,,
3.00E-07,-2.07E-03,3.75E-07,4.81E-01,,
3.00E-07,-2.07E-03,3.75E-07,4.81E-01,,
3.50E-07,-2.07E-03,3.72E-07,4.82E-01,,
3.50E-07,-2.07E-03,3.75E-07,4.81E-01,,
4.00E-07,-2.07E-03,3.69E-07,4.82E-01,,
4.00E-07,-2.07E-03,3.72E-07,4.81E-01,,
4.00E-07,-2.07E-03,3.75E-07,4.81E-01,,
3.00E-07,-2.07E-03,3.75E-07,4.81E-01,,
3.50E-07,-2.07E-03,3.75E-07,4.81E-01,,
3.50E-07,-2.07E-03,3.81E-07,4.81E-01,,
4.00E-07,-2.07E-03,3.75E-07,4.81E-01,,
4.00E-07,-2.07E-03,3.81E-07,4.81E-01,,
4.00E-07,-2.08E-03,3.87E-07,4.81E-01,,
4.00E-07,-2.08E-03,3.87E-07,4.81E-01,,
3.50E-07,-2.08E-03,3.87E-07,4.81E-01,,
3.50E-07,-2.07E-03,3.81E-07,4.81E-01,,
3.00E-07,-2.08E-03,3.87E-07,4.81E-01,,
3.00E-07,-2.07E-03,3.81E-07,4.81E-01,,
3.00E-07,-2.07E-03,3.75E-07,4.81E-01,,
4.00E-07,-2.08E-03,4.01E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.07E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.07E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.14E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.14E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.14E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.01E-07,4.81E-01,,
3.50E-07,-2.08E-03,4.01E-07,4.81E-01,,
3.00E-07,-2.08E-03,4.07E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.01E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.07E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.14E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.01E-07,4.81E-01,,
3.00E-07,-2.08E-03,3.94E-07,4.81E-01,,
3.50E-07,-2.08E-03,3.94E-07,4.81E-01,,
3.00E-07,-2.08E-03,3.87E-07,4.81E-01,,
3.50E-07,-2.08E-03,3.87E-07,4.81E-01,,
4.00E-07,-2.08E-03,3.87E-07,4.81E-01,,
4.00E-07,-2.08E-03,3.87E-07,4.81E-01,,
4.00E-07,-2.08E-03,3.94E-07,4.81E-01,,
3.50E-07,-2.08E-03,3.94E-07,4.81E-01,,
4.00E-07,-2.08E-03,4.01E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.01E-07,4.81E-01,,
3.00E-07,-2.08E-03,4.01E-07,4.81E-01,,
4.00E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.20E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.20E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.14E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.14E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.14E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.25E-07,4.79E-01,,
4.00E-07,-2.08E-03,4.31E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.31E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.36E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.36E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.36E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.20E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.00E-07,-2.08E-03,4.20E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.14E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.00E-07,-2.08E-03,4.31E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.25E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.31E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.36E-07,4.80E-01,,
3.00E-07,-2.09E-03,4.57E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.52E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.57E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.47E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.52E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.57E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.47E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.47E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.52E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.47E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.52E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.57E-07,4.79E-01,,
4.00E-07,-2.08E-03,4.42E-07,4.79E-01,,
4.00E-07,-2.08E-03,4.44E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.44E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.47E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.47E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.47E-07,4.79E-01,,
3.00E-07,-2.08E-03,4.36E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.39E-07,4.80E-01,,
3.00E-07,-2.08E-03,4.42E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.42E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.44E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.47E-07,4.79E-01,,
4.00E-07,-2.08E-03,4.42E-07,4.79E-01,,
3.50E-07,-2.08E-03,4.39E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.39E-07,4.79E-01,,
3.00E-07,-2.08E-03,4.36E-07,4.80E-01,,
3.50E-07,-2.08E-03,4.36E-07,4.80E-01,,
4.00E-07,-2.08E-03,4.36E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.74E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.77E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.77E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.80E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.80E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.80E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.74E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.77E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.72E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.80E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.74E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.69E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.74E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.72E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.72E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.69E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.69E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.69E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.63E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.66E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.66E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.69E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.69E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.69E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.63E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.66E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.60E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.69E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.63E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.57E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.63E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.60E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.60E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.57E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.57E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.57E-07,4.79E-01,,
3.00E-07,-2.10E-03,4.99E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.94E-07,4.79E-01,,
3.50E-07,-2.10E-03,4.99E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.89E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.94E-07,4.79E-01,,
4.00E-07,-2.10E-03,4.99E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.89E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.94E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.89E-07,4.79E-01,,
4.00E-07,-2.10E-03,4.99E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.94E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.89E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.80E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.80E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.82E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.80E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.82E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.85E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.89E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.85E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.87E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.80E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.82E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.85E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.89E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.89E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.87E-07,4.79E-01,,
3.00E-07,-2.09E-03,4.89E-07,4.79E-01,,
3.50E-07,-2.09E-03,4.87E-07,4.79E-01,,
4.00E-07,-2.09E-03,4.85E-07,4.79E-01,,
4.00E-07,-2.10E-03,4.99E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.03E-07,4.79E-01,,
3.50E-07,-2.10E-03,4.99E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.07E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.03E-07,4.79E-01,,
3.00E-07,-2.10E-03,4.99E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.12E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.14E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.14E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.16E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.16E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.16E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.07E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.03E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.07E-07,4.79E-01,,
3.00E-07,-2.10E-03,4.99E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.03E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.07E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.07E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.10E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.12E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.12E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.14E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.16E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.07E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.07E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.10E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.07E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.10E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.12E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.16E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.18E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.18E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.21E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.21E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.21E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.16E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.18E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.16E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.21E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.18E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.16E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.35E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.35E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.31E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.35E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.31E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.28E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.28E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.31E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.28E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.35E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.31E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.28E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.28E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.24E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.24E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.21E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.21E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.21E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.28E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.24E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.28E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.21E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.24E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.28E-07,4.79E-01,,
4.00E-07,-2.11E-03,5.41E-07,4.79E-01,,
3.50E-07,-2.11E-03,5.40E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.38E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.40E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.37E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.35E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.35E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.35E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.37E-07,4.79E-01,,
4.00E-07,-2.10E-03,5.35E-07,4.79E-01,,
3.50E-07,-2.10E-03,5.37E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.40E-07,4.79E-01,,
4.00E-07,-2.11E-03,5.41E-07,4.79E-01,,
3.50E-07,-2.11E-03,5.43E-07,4.79E-01,,
3.50E-07,-2.11E-03,5.40E-07,4.79E-01,,
3.00E-07,-2.11E-03,5.45E-07,4.79E-01,,
3.00E-07,-2.11E-03,5.42E-07,4.79E-01,,
3.00E-07,-2.10E-03,5.40E-07,4.79E-01,,
4.00E-07,-2.11E-03,5.45E-07,4.79E-01,,
3.50E-07,-2.11E-03,5.45E-07,4.79E-01,,
4.00E-07,-2.11E-03,5.43E-07,4.79E-01,,
3.00E-07,-2.11E-03,5.45E-07,4.79E-01,,
3.50E-07,-2.11E-03,5.43E-07,4.79E-01,,
4.00E-07,-2.11E-03,5.41E-07,4.79E-01,,
3.00E-07,-2.11E-03,5.50E-07,4.79E-01,,
3.00E-07,-2.11E-03,5.47E-07,4.79E-01,,
3.50E-07,-2.11E-03,5.48E-07,4.79E-01,,
3.00E-07,-2.11E-03,5.45E-07,4.79E-01,,
3.50E-07,-2.11E-03,5.45E-07,4.79E-01,,
4.00E-07,-2.11E-03,5.45E-07,4.79E-01,,
3.00E-07,-2.11E-03,5.50E-07,4.79E-01,,
3.50E-07,-2.11E-03,5.48E-07,4.79E-01,,
3.50E-07,-2.11E-03,5.50E-07,4.79E-01,,
4.00E-07,-2.11E-03,5.45E-07,4.79E-01,,
4.00E-07,-2.11E-03,5.48E-07,4.79E-01,,
4.00E-07,-2.11E-03,5.50E-07,4.79E-01,,
4.00E-07,-2.11E-03,5.59E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.61E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.59E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.64E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.61E-07,4.78E-01,,
3.00E-07,-2.11E-03,5.59E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.59E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.57E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.57E-07,4.78E-01,,
3.00E-07,-2.11E-03,5.54E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.54E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.54E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.54E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.52E-07,4.79E-01,,
4.00E-07,-2.11E-03,5.52E-07,4.79E-01,,
3.00E-07,-2.11E-03,5.50E-07,4.79E-01,,
3.50E-07,-2.11E-03,5.50E-07,4.79E-01,,
4.00E-07,-2.11E-03,5.50E-07,4.79E-01,,
3.00E-07,-2.11E-03,5.59E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.61E-07,4.78E-01,,
3.00E-07,-2.11E-03,5.61E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.64E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.64E-07,4.78E-01,,
3.00E-07,-2.11E-03,5.64E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.59E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.59E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.57E-07,4.78E-01,,
3.00E-07,-2.11E-03,5.59E-07,4.78E-01,,
3.00E-07,-2.11E-03,5.57E-07,4.78E-01,,
3.00E-07,-2.11E-03,5.54E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.54E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.54E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.52E-07,4.79E-01,,
3.00E-07,-2.11E-03,5.54E-07,4.78E-01,,
3.00E-07,-2.11E-03,5.52E-07,4.79E-01,,
3.00E-07,-2.11E-03,5.50E-07,4.79E-01,,
4.00E-07,-2.11E-03,5.67E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.69E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.69E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.71E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.71E-07,4.78E-01,,
3.00E-07,-2.11E-03,5.71E-07,4.78E-01,,
3.00E-07,-2.11E-03,5.64E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.66E-07,4.78E-01,,
3.00E-07,-2.11E-03,5.67E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.67E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.69E-07,4.78E-01,,
3.00E-07,-2.11E-03,5.71E-07,4.78E-01,,
3.00E-07,-2.11E-03,5.64E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.64E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.66E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.64E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.66E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.67E-07,4.78E-01,,
3.00E-07,-2.12E-03,5.78E-07,4.77E-01,,
3.00E-07,-2.11E-03,5.75E-07,4.77E-01,,
3.50E-07,-2.11E-03,5.75E-07,4.77E-01,,
3.00E-07,-2.11E-03,5.71E-07,4.78E-01,,
3.50E-07,-2.11E-03,5.71E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.71E-07,4.78E-01,,
3.00E-07,-2.12E-03,5.78E-07,4.77E-01,,
3.50E-07,-2.11E-03,5.75E-07,4.77E-01,,
3.50E-07,-2.12E-03,5.78E-07,4.77E-01,,
4.00E-07,-2.11E-03,5.71E-07,4.78E-01,,
4.00E-07,-2.11E-03,5.75E-07,4.77E-01,,
4.00E-07,-2.12E-03,5.78E-07,4.77E-01,,
3.00E-07,-2.12E-03,5.84E-07,4.77E-01,,
3.00E-07,-2.12E-03,5.81E-07,4.77E-01,,
3.50E-07,-2.12E-03,5.81E-07,4.77E-01,,
3.00E-07,-2.12E-03,5.78E-07,4.77E-01,,
3.50E-07,-2.12E-03,5.78E-07,4.77E-01,,
4.00E-07,-2.12E-03,5.78E-07,4.77E-01,,
4.00E-07,-2.12E-03,5.90E-07,4.75E-01,,
3.50E-07,-2.12E-03,5.90E-07,4.75E-01,,
3.50E-07,-2.12E-03,5.87E-07,4.76E-01,,
3.00E-07,-2.12E-03,5.90E-07,4.75E-01,,
3.00E-07,-2.12E-03,5.87E-07,4.76E-01,,
3.00E-07,-2.12E-03,5.84E-07,4.77E-01,,
4.00E-07,-2.12E-03,5.84E-07,4.76E-01,,
4.00E-07,-2.12E-03,5.87E-07,4.76E-01,,
3.50E-07,-2.12E-03,5.84E-07,4.76E-01,,
4.00E-07,-2.12E-03,5.90E-07,4.75E-01,,
3.50E-07,-2.12E-03,5.87E-07,4.76E-01,,
3.00E-07,-2.12E-03,5.84E-07,4.77E-01,,
4.00E-07,-2.12E-03,5.84E-07,4.76E-01,,
3.50E-07,-2.12E-03,5.84E-07,4.76E-01,,
4.00E-07,-2.12E-03,5.81E-07,4.77E-01,,
3.00E-07,-2.12E-03,5.84E-07,4.77E-01,,
3.50E-07,-2.12E-03,5.81E-07,4.77E-01,,
4.00E-07,-2.12E-03,5.78E-07,4.77E-01,,
3.00E-07,-2.12E-03,6.00E-07,4.73E-01,,
3.00E-07,-2.12E-03,5.98E-07,4.73E-01,,
3.50E-07,-2.12E-03,6.00E-07,4.73E-01,,
3.00E-07,-2.12E-03,5.96E-07,4.74E-01,,
3.50E-07,-2.12E-03,5.98E-07,4.73E-01,,
4.00E-07,-2.12E-03,6.00E-07,4.73E-01,,
3.00E-07,-2.12E-03,5.96E-07,4.74E-01,,
3.50E-07,-2.12E-03,5.96E-07,4.74E-01,,
3.50E-07,-2.12E-03,5.98E-07,4.73E-01,,
4.00E-07,-2.12E-03,5.97E-07,4.74E-01,,
4.00E-07,-2.12E-03,5.98E-07,4.73E-01,,
4.00E-07,-2.12E-03,6.00E-07,4.73E-01,,
4.00E-07,-2.12E-03,5.93E-07,4.74E-01,,
4.00E-07,-2.12E-03,5.95E-07,4.74E-01,,
3.50E-07,-2.12E-03,5.95E-07,4.74E-01,,
4.00E-07,-2.12E-03,5.97E-07,4.74E-01,,
3.50E-07,-2.12E-03,5.96E-07,4.74E-01,,
3.00E-07,-2.12E-03,5.96E-07,4.74E-01,,
3.00E-07,-2.12E-03,5.96E-07,4.74E-01,,
3.00E-07,-2.12E-03,5.95E-07,4.74E-01,,
3.50E-07,-2.12E-03,5.95E-07,4.74E-01,,
3.00E-07,-2.12E-03,5.93E-07,4.75E-01,,
3.50E-07,-2.12E-03,5.93E-07,4.75E-01,,
4.00E-07,-2.12E-03,5.93E-07,4.74E-01,,
3.00E-07,-2.12E-03,5.93E-07,4.75E-01,,
3.00E-07,-2.12E-03,5.91E-07,4.75E-01,,
3.50E-07,-2.12E-03,5.91E-07,4.75E-01,,
3.00E-07,-2.12E-03,5.90E-07,4.75E-01,,
3.50E-07,-2.12E-03,5.90E-07,4.75E-01,,
4.00E-07,-2.12E-03,5.90E-07,4.75E-01,,
3.00E-07,-2.12E-03,5.93E-07,4.75E-01,,
3.50E-07,-2.12E-03,5.91E-07,4.75E-01,,
3.50E-07,-2.12E-03,5.93E-07,4.75E-01,,
4.00E-07,-2.12E-03,5.90E-07,4.75E-01,,
4.00E-07,-2.12E-03,5.91E-07,4.75E-01,,
4.00E-07,-2.12E-03,5.93E-07,4.74E-01,,
